milliseconds,null,Input,null,null,null,(null = no Control)
475914,1000.00,543.00,-116760721.00,457.00,-116760721.00,457.00
475920,1000.00,544.00,-116762094.00,456.00,-116762094.00,456.00
475925,1000.00,544.00,-116763462.00,456.00,-116763462.00,456.00
475931,1000.00,544.00,-116764830.00,456.00,-116764830.00,456.00
475937,1000.00,543.00,-116766196.00,457.00,-116766196.00,457.00
475942,1000.00,542.00,-116767565.00,458.00,-116767565.00,458.00
475948,1000.00,540.00,-116768935.00,460.00,-116768935.00,460.00
475953,1000.00,543.00,-116770321.00,457.00,-116770321.00,457.00
475959,1000.00,543.00,-116771692.00,457.00,-116771692.00,457.00
475964,1000.00,543.00,-116773063.00,457.00,-116773063.00,457.00
475970,1000.00,543.00,-116774434.00,457.00,-116774434.00,457.00
475976,1000.00,541.00,-116775801.00,459.00,-116775801.00,459.00
475981,1000.00,542.00,-116777180.00,458.00,-116777180.00,458.00
475987,1000.00,540.00,-116778550.00,460.00,-116778550.00,460.00
475992,1000.00,547.00,-116779944.00,453.00,-116779944.00,453.00
475998,1000.00,543.00,-116781295.00,457.00,-116781295.00,457.00
476003,1000.00,543.00,-116782666.00,457.00,-116782666.00,457.00
476009,1000.00,541.00,-116784033.00,459.00,-116784033.00,459.00
476015,1000.00,537.00,-116785402.00,463.00,-116785402.00,463.00
476020,1000.00,542.00,-116786801.00,458.00,-116786801.00,458.00
476026,1000.00,540.00,-116788171.00,460.00,-116788171.00,460.00
476031,1000.00,542.00,-116789555.00,458.00,-116789555.00,458.00
476037,1000.00,543.00,-116790931.00,457.00,-116790931.00,457.00
476042,1000.00,543.00,-116792302.00,457.00,-116792302.00,457.00
476048,1000.00,542.00,-116793671.00,458.00,-116793671.00,458.00
476054,1000.00,540.00,-116795041.00,460.00,-116795041.00,460.00
476059,1000.00,544.00,-116796429.00,456.00,-116796429.00,456.00
476065,1000.00,540.00,-116797789.00,460.00,-116797789.00,460.00
476070,1000.00,542.00,-116799173.00,458.00,-116799173.00,458.00
476076,1000.00,543.00,-116800549.00,457.00,-116800549.00,457.00
476081,1000.00,541.00,-116801916.00,459.00,-116801916.00,459.00
476087,1000.00,542.00,-116803295.00,458.00,-116803295.00,458.00
476093,1000.00,541.00,-116804667.00,459.00,-116804667.00,459.00
476098,1000.00,546.00,-116806054.00,454.00,-116806054.00,454.00
476104,1000.00,539.00,-116807402.00,461.00,-116807402.00,461.00
476109,1000.00,541.00,-116808789.00,459.00,-116808789.00,459.00
476115,1000.00,541.00,-116810166.00,459.00,-116810166.00,459.00
476120,1000.00,543.00,-116811547.00,457.00,-116811547.00,457.00
476126,1000.00,542.00,-116812916.00,458.00,-116812916.00,458.00
476132,1000.00,540.00,-116814286.00,460.00,-116814286.00,460.00
476137,1000.00,542.00,-116815670.00,458.00,-116815670.00,458.00
476143,1000.00,539.00,-116817038.00,461.00,-116817038.00,461.00
476148,1000.00,542.00,-116818427.00,458.00,-116818427.00,458.00
476154,1000.00,542.00,-116819801.00,458.00,-116819801.00,458.00
476159,1000.00,540.00,-116821171.00,460.00,-116821171.00,460.00
476165,1000.00,544.00,-116822559.00,456.00,-116822559.00,456.00
476171,1000.00,539.00,-116823917.00,461.00,-116823917.00,461.00
476176,1000.00,545.00,-116825312.00,455.00,-116825312.00,455.00
476182,1000.00,539.00,-116826665.00,461.00,-116826665.00,461.00
476187,1000.00,544.00,-116828058.00,456.00,-116828058.00,456.00
476193,1000.00,542.00,-116829422.00,458.00,-116829422.00,458.00
476198,1000.00,545.00,-116830802.00,455.00,-116830802.00,455.00
476204,1000.00,542.00,-116832161.00,458.00,-116832161.00,458.00
476210,1000.00,540.00,-116833531.00,460.00,-116833531.00,460.00
476215,1000.00,545.00,-116834921.00,455.00,-116834921.00,455.00
476221,1000.00,537.00,-116836270.00,463.00,-116836270.00,463.00
476226,1000.00,541.00,-116837667.00,459.00,-116837667.00,459.00
476232,1000.00,546.00,-116839054.00,454.00,-116839054.00,454.00
476237,1000.00,542.00,-116840408.00,458.00,-116840408.00,458.00
476243,1000.00,547.00,-116841792.00,453.00,-116841792.00,453.00
476249,1000.00,540.00,-116843137.00,460.00,-116843137.00,460.00
476254,1000.00,543.00,-116844523.00,457.00,-116844523.00,457.00
476260,1000.00,540.00,-116845888.00,460.00,-116845888.00,460.00
476265,1000.00,541.00,-116847270.00,459.00,-116847270.00,459.00
476271,1000.00,542.00,-116848649.00,458.00,-116848649.00,458.00
476276,1000.00,541.00,-116850021.00,459.00,-116850021.00,459.00
476282,1000.00,545.00,-116851406.00,455.00,-116851406.00,455.00
476288,1000.00,541.00,-116852763.00,459.00,-116852763.00,459.00
476293,1000.00,543.00,-116854144.00,457.00,-116854144.00,457.00
476299,1000.00,539.00,-116855507.00,461.00,-116855507.00,461.00
476304,1000.00,544.00,-116856900.00,456.00,-116856900.00,456.00
476310,1000.00,543.00,-116858266.00,457.00,-116858266.00,457.00
476315,1000.00,544.00,-116859639.00,456.00,-116859639.00,456.00
476321,1000.00,544.00,-116861007.00,456.00,-116861007.00,456.00
476327,1000.00,540.00,-116862367.00,460.00,-116862367.00,460.00
476332,1000.00,545.00,-116863757.00,455.00,-116863757.00,455.00
476338,1000.00,541.00,-116865114.00,459.00,-116865114.00,459.00
476343,1000.00,541.00,-116866491.00,459.00,-116866491.00,459.00
476349,1000.00,541.00,-116867868.00,459.00,-116867868.00,459.00
476354,1000.00,544.00,-116869251.00,456.00,-116869251.00,456.00
476360,1000.00,542.00,-116870615.00,458.00,-116870615.00,458.00
476366,1000.00,539.00,-116871983.00,461.00,-116871983.00,461.00
476371,1000.00,542.00,-116873372.00,458.00,-116873372.00,458.00
476377,1000.00,541.00,-116874744.00,459.00,-116874744.00,459.00
476382,1000.00,543.00,-116876125.00,457.00,-116876125.00,457.00
476388,1000.00,541.00,-116877492.00,459.00,-116877492.00,459.00
476393,1000.00,544.00,-116878875.00,456.00,-116878875.00,456.00
476399,1000.00,542.00,-116880239.00,458.00,-116880239.00,458.00
476405,1000.00,542.00,-116881613.00,458.00,-116881613.00,458.00
476410,1000.00,541.00,-116882985.00,459.00,-116882985.00,459.00
476416,1000.00,540.00,-116884360.00,460.00,-116884360.00,460.00
476421,1000.00,543.00,-116885746.00,457.00,-116885746.00,457.00
476427,1000.00,544.00,-116887119.00,456.00,-116887119.00,456.00
476432,1000.00,543.00,-116888485.00,457.00,-116888485.00,457.00
476438,1000.00,545.00,-116889860.00,455.00,-116889860.00,455.00
476444,1000.00,541.00,-116891217.00,459.00,-116891217.00,459.00
476449,1000.00,546.00,-116892604.00,454.00,-116892604.00,454.00
476455,1000.00,539.00,-116893952.00,461.00,-116893952.00,461.00
476460,1000.00,545.00,-116895347.00,455.00,-116895347.00,455.00
476466,1000.00,546.00,-116896714.00,454.00,-116896714.00,454.00
476471,1000.00,543.00,-116898070.00,457.00,-116898070.00,457.00
476477,1000.00,545.00,-116899445.00,455.00,-116899445.00,455.00
476483,1000.00,542.00,-116900804.00,458.00,-116900804.00,458.00
476488,1000.00,543.00,-116902180.00,457.00,-116902180.00,457.00
476494,1000.00,540.00,-116903545.00,460.00,-116903545.00,460.00
476499,1000.00,543.00,-116904931.00,457.00,-116904931.00,457.00
476505,1000.00,541.00,-116906298.00,459.00,-116906298.00,459.00
476510,1000.00,541.00,-116907675.00,459.00,-116907675.00,459.00
476516,1000.00,542.00,-116909054.00,458.00,-116909054.00,458.00
476522,1000.00,541.00,-116910426.00,459.00,-116910426.00,459.00
476527,1000.00,542.00,-116911805.00,458.00,-116911805.00,458.00
476533,1000.00,538.00,-116913171.00,462.00,-116913171.00,462.00
476538,1000.00,540.00,-116914561.00,460.00,-116914561.00,460.00
476544,1000.00,543.00,-116915947.00,457.00,-116915947.00,457.00
476549,1000.00,543.00,-116917318.00,457.00,-116917318.00,457.00
476555,1000.00,545.00,-116918693.00,455.00,-116918693.00,455.00
476561,1000.00,544.00,-116920056.00,456.00,-116920056.00,456.00
476566,1000.00,543.00,-116921422.00,457.00,-116921422.00,457.00
476572,1000.00,541.00,-116922789.00,459.00,-116922789.00,459.00
476577,1000.00,541.00,-116924166.00,459.00,-116924166.00,459.00
476583,1000.00,542.00,-116925545.00,458.00,-116925545.00,458.00
476588,1000.00,543.00,-116926921.00,457.00,-116926921.00,457.00
476594,1000.00,545.00,-116928296.00,455.00,-116928296.00,455.00
476600,1000.00,540.00,-116929651.00,460.00,-116929651.00,460.00
476605,1000.00,546.00,-116931043.00,454.00,-116931043.00,454.00
476611,1000.00,543.00,-116932399.00,457.00,-116932399.00,457.00
476616,1000.00,544.00,-116933772.00,456.00,-116933772.00,456.00
476622,1000.00,543.00,-116935138.00,457.00,-116935138.00,457.00
476627,1000.00,541.00,-116936505.00,459.00,-116936505.00,459.00
476633,1000.00,542.00,-116937884.00,458.00,-116937884.00,458.00
476639,1000.00,540.00,-116939254.00,460.00,-116939254.00,460.00
476644,1000.00,544.00,-116940642.00,456.00,-116940642.00,456.00
476650,1000.00,541.00,-116942004.00,459.00,-116942004.00,459.00
476655,1000.00,544.00,-116943387.00,456.00,-116943387.00,456.00
476661,1000.00,544.00,-116944755.00,456.00,-116944755.00,456.00
476666,1000.00,541.00,-116946117.00,459.00,-116946117.00,459.00
476672,1000.00,542.00,-116947496.00,458.00,-116947496.00,458.00
476678,1000.00,541.00,-116948868.00,459.00,-116948868.00,459.00
476683,1000.00,542.00,-116950247.00,458.00,-116950247.00,458.00
476689,1000.00,539.00,-116951615.00,461.00,-116951615.00,461.00
476694,1000.00,544.00,-116953008.00,456.00,-116953008.00,456.00
476700,1000.00,543.00,-116954374.00,457.00,-116954374.00,457.00
476705,1000.00,542.00,-116955743.00,458.00,-116955743.00,458.00
476711,1000.00,543.00,-116957119.00,457.00,-116957119.00,457.00
476717,1000.00,539.00,-116958482.00,461.00,-116958482.00,461.00
476722,1000.00,542.00,-116959871.00,458.00,-116959871.00,458.00
476728,1000.00,541.00,-116961243.00,459.00,-116961243.00,459.00
476733,1000.00,543.00,-116962624.00,457.00,-116962624.00,457.00
476739,1000.00,543.00,-116963995.00,457.00,-116963995.00,457.00
476744,1000.00,546.00,-116965372.00,454.00,-116965372.00,454.00
476750,1000.00,542.00,-116966726.00,458.00,-116966726.00,458.00
476756,1000.00,543.00,-116968102.00,457.00,-116968102.00,457.00
476761,1000.00,542.00,-116969471.00,458.00,-116969471.00,458.00
476767,1000.00,540.00,-116970841.00,460.00,-116970841.00,460.00
476772,1000.00,543.00,-116972227.00,457.00,-116972227.00,457.00
476778,1000.00,544.00,-116973600.00,456.00,-116973600.00,456.00
476783,1000.00,544.00,-116974968.00,456.00,-116974968.00,456.00
476789,1000.00,542.00,-116976332.00,458.00,-116976332.00,458.00
476795,1000.00,541.00,-116977704.00,459.00,-116977704.00,459.00
476800,1000.00,541.00,-116979081.00,459.00,-116979081.00,459.00
476806,1000.00,538.00,-116980452.00,462.00,-116980452.00,462.00
476811,1000.00,540.00,-116981842.00,460.00,-116981842.00,460.00
476817,1000.00,540.00,-116983222.00,460.00,-116983222.00,460.00
476822,1000.00,544.00,-116984610.00,456.00,-116984610.00,456.00
476828,1000.00,543.00,-116985976.00,457.00,-116985976.00,457.00
476834,1000.00,540.00,-116987341.00,460.00,-116987341.00,460.00
476839,1000.00,543.00,-116988727.00,457.00,-116988727.00,457.00
476845,1000.00,543.00,-116990098.00,457.00,-116990098.00,457.00
476850,1000.00,544.00,-116991471.00,456.00,-116991471.00,456.00
476856,1000.00,544.00,-116992839.00,456.00,-116992839.00,456.00
476861,1000.00,545.00,-116994209.00,455.00,-116994209.00,455.00
476867,1000.00,544.00,-116995572.00,456.00,-116995572.00,456.00
476873,1000.00,540.00,-116996932.00,460.00,-116996932.00,460.00
476878,1000.00,540.00,-116998312.00,460.00,-116998312.00,460.00
476884,1000.00,541.00,-116999694.00,459.00,-116999694.00,459.00
476889,1000.00,544.00,-117001077.00,456.00,-117001077.00,456.00
476895,1000.00,544.00,-117002445.00,456.00,-117002445.00,456.00
476900,1000.00,542.00,-117003809.00,458.00,-117003809.00,458.00
476906,1000.00,543.00,-117005185.00,457.00,-117005185.00,457.00
476912,1000.00,538.00,-117006546.00,462.00,-117006546.00,462.00
476917,1000.00,542.00,-117007940.00,458.00,-117007940.00,458.00
476923,1000.00,542.00,-117009314.00,458.00,-117009314.00,458.00
476928,1000.00,545.00,-117010694.00,455.00,-117010694.00,455.00
476934,1000.00,546.00,-117012061.00,454.00,-117012061.00,454.00
476939,1000.00,544.00,-117013419.00,456.00,-117013419.00,456.00
476945,1000.00,543.00,-117014785.00,457.00,-117014785.00,457.00
476951,1000.00,540.00,-117016150.00,460.00,-117016150.00,460.00
476956,1000.00,543.00,-117017536.00,457.00,-117017536.00,457.00
476962,1000.00,539.00,-117018899.00,461.00,-117018899.00,461.00
476967,1000.00,544.00,-117020292.00,456.00,-117020292.00,456.00
476973,1000.00,546.00,-117021664.00,454.00,-117021664.00,454.00
476978,1000.00,544.00,-117023022.00,456.00,-117023022.00,456.00
476984,1000.00,543.00,-117024388.00,457.00,-117024388.00,457.00
476990,1000.00,540.00,-117025753.00,460.00,-117025753.00,460.00
476995,1000.00,539.00,-117027131.00,461.00,-117027131.00,461.00
477001,1000.00,540.00,-117028516.00,460.00,-117028516.00,460.00
477006,1000.00,543.00,-117029902.00,457.00,-117029902.00,457.00
477012,1000.00,543.00,-117031273.00,457.00,-117031273.00,457.00
477017,1000.00,544.00,-117032646.00,456.00,-117032646.00,456.00
477023,1000.00,544.00,-117034014.00,456.00,-117034014.00,456.00
477029,1000.00,540.00,-117035374.00,460.00,-117035374.00,460.00
477034,1000.00,543.00,-117036760.00,457.00,-117036760.00,457.00
477040,1000.00,541.00,-117038127.00,459.00,-117038127.00,459.00
477045,1000.00,544.00,-117039510.00,456.00,-117039510.00,456.00
477051,1000.00,542.00,-117040874.00,458.00,-117040874.00,458.00
477056,1000.00,547.00,-117042258.00,453.00,-117042258.00,453.00
477062,1000.00,544.00,-117043611.00,456.00,-117043611.00,456.00
477068,1000.00,542.00,-117044975.00,458.00,-117044975.00,458.00
477073,1000.00,546.00,-117046357.00,454.00,-117046357.00,454.00
477079,1000.00,541.00,-117047709.00,459.00,-117047709.00,459.00
477084,1000.00,546.00,-117049096.00,454.00,-117049096.00,454.00
477090,1000.00,546.00,-117050458.00,454.00,-117050458.00,454.00
477095,1000.00,543.00,-117051814.00,457.00,-117051814.00,457.00
477101,1000.00,542.00,-117053183.00,458.00,-117053183.00,458.00
477107,1000.00,542.00,-117054557.00,458.00,-117054557.00,458.00
477112,1000.00,541.00,-117055929.00,459.00,-117055929.00,459.00
477118,1000.00,538.00,-117057300.00,462.00,-117057300.00,462.00
477123,1000.00,542.00,-117058694.00,458.00,-117058694.00,458.00
477129,1000.00,542.00,-117060068.00,458.00,-117060068.00,458.00
477134,1000.00,543.00,-117061444.00,457.00,-117061444.00,457.00
477140,1000.00,543.00,-117062815.00,457.00,-117062815.00,457.00
477146,1000.00,541.00,-117064182.00,459.00,-117064182.00,459.00
477151,1000.00,543.00,-117065563.00,457.00,-117065563.00,457.00
477157,1000.00,540.00,-117066928.00,460.00,-117066928.00,460.00
477162,1000.00,546.00,-117068320.00,454.00,-117068320.00,454.00
477168,1000.00,543.00,-117069676.00,457.00,-117069676.00,457.00
477173,1000.00,544.00,-117071049.00,456.00,-117071049.00,456.00
477179,1000.00,542.00,-117072413.00,458.00,-117072413.00,458.00
477185,1000.00,542.00,-117073787.00,458.00,-117073787.00,458.00
477190,1000.00,540.00,-117075157.00,460.00,-117075157.00,460.00
477196,1000.00,540.00,-117076537.00,460.00,-117076537.00,460.00
477201,1000.00,541.00,-117077919.00,459.00,-117077919.00,459.00
477207,1000.00,545.00,-117079304.00,455.00,-117079304.00,455.00
477212,1000.00,542.00,-117080663.00,458.00,-117080663.00,458.00
477218,1000.00,543.00,-117082039.00,457.00,-117082039.00,457.00
477224,1000.00,541.00,-117083406.00,459.00,-117083406.00,459.00
477229,1000.00,547.00,-117084795.00,453.00,-117084795.00,453.00
477235,1000.00,542.00,-117086144.00,458.00,-117086144.00,458.00
477240,1000.00,541.00,-117087516.00,459.00,-117087516.00,459.00
477246,1000.00,544.00,-117088899.00,456.00,-117088899.00,456.00
477251,1000.00,544.00,-117090267.00,456.00,-117090267.00,456.00
477257,1000.00,542.00,-117091631.00,458.00,-117091631.00,458.00
477263,1000.00,541.00,-117093003.00,459.00,-117093003.00,459.00
477268,1000.00,543.00,-117094384.00,457.00,-117094384.00,457.00
477274,1000.00,544.00,-117095757.00,456.00,-117095757.00,456.00
477279,1000.00,541.00,-117097119.00,459.00,-117097119.00,459.00
477285,1000.00,542.00,-117098498.00,458.00,-117098498.00,458.00
477290,1000.00,544.00,-117099876.00,456.00,-117099876.00,456.00
477296,1000.00,543.00,-117101242.00,457.00,-117101242.00,457.00
477302,1000.00,539.00,-117102605.00,461.00,-117102605.00,461.00
477307,1000.00,542.00,-117103994.00,458.00,-117103994.00,458.00
477313,1000.00,540.00,-117105364.00,460.00,-117105364.00,460.00
477318,1000.00,541.00,-117106746.00,459.00,-117106746.00,459.00
477324,1000.00,544.00,-117108129.00,456.00,-117108129.00,456.00
477329,1000.00,541.00,-117109491.00,459.00,-117109491.00,459.00
477335,1000.00,543.00,-117110872.00,457.00,-117110872.00,457.00
477341,1000.00,540.00,-117112237.00,460.00,-117112237.00,460.00
477346,1000.00,543.00,-117113623.00,457.00,-117113623.00,457.00
477352,1000.00,538.00,-117114984.00,462.00,-117114984.00,462.00
477357,1000.00,541.00,-117116376.00,459.00,-117116376.00,459.00
477363,1000.00,541.00,-117117753.00,459.00,-117117753.00,459.00
477368,1000.00,542.00,-117119132.00,458.00,-117119132.00,458.00
477374,1000.00,540.00,-117120502.00,460.00,-117120502.00,460.00
477380,1000.00,539.00,-117121880.00,461.00,-117121880.00,461.00
477385,1000.00,538.00,-117123261.00,462.00,-117123261.00,462.00
477391,1000.00,538.00,-117124647.00,462.00,-117124647.00,462.00
477396,1000.00,541.00,-117126039.00,459.00,-117126039.00,459.00
477402,1000.00,540.00,-117127414.00,460.00,-117127414.00,460.00
477407,1000.00,544.00,-117128802.00,456.00,-117128802.00,456.00
477413,1000.00,545.00,-117130172.00,455.00,-117130172.00,455.00
477419,1000.00,540.00,-117131527.00,460.00,-117131527.00,460.00
477424,1000.00,546.00,-117132919.00,454.00,-117132919.00,454.00
477430,1000.00,542.00,-117134273.00,458.00,-117134273.00,458.00
477435,1000.00,544.00,-117135651.00,456.00,-117135651.00,456.00
477441,1000.00,542.00,-117137015.00,458.00,-117137015.00,458.00
477446,1000.00,546.00,-117138397.00,454.00,-117138397.00,454.00
477452,1000.00,547.00,-117139761.00,453.00,-117139761.00,453.00
477458,1000.00,542.00,-117141110.00,458.00,-117141110.00,458.00
477463,1000.00,541.00,-117142482.00,459.00,-117142482.00,459.00
477469,1000.00,541.00,-117143859.00,459.00,-117143859.00,459.00
477474,1000.00,544.00,-117145242.00,456.00,-117145242.00,456.00
477480,1000.00,544.00,-117146610.00,456.00,-117146610.00,456.00
477485,1000.00,545.00,-117147980.00,455.00,-117147980.00,455.00
477491,1000.00,545.00,-117149345.00,455.00,-117149345.00,455.00
477497,1000.00,540.00,-117150700.00,460.00,-117150700.00,460.00
477502,1000.00,545.00,-117152090.00,455.00,-117152090.00,455.00
477508,1000.00,540.00,-117153445.00,460.00,-117153445.00,460.00
477513,1000.00,544.00,-117154833.00,456.00,-117154833.00,456.00
477519,1000.00,544.00,-117156201.00,456.00,-117156201.00,456.00
477524,1000.00,543.00,-117157567.00,457.00,-117157567.00,457.00
477530,1000.00,545.00,-117158942.00,455.00,-117158942.00,455.00
477536,1000.00,541.00,-117160299.00,459.00,-117160299.00,459.00
477541,1000.00,543.00,-117161680.00,457.00,-117161680.00,457.00
477547,1000.00,541.00,-117163047.00,459.00,-117163047.00,459.00
477552,1000.00,541.00,-117164424.00,459.00,-117164424.00,459.00
477558,1000.00,546.00,-117165811.00,454.00,-117165811.00,454.00
477563,1000.00,544.00,-117167169.00,456.00,-117167169.00,456.00
477569,1000.00,542.00,-117168533.00,458.00,-117168533.00,458.00
477575,1000.00,540.00,-117169903.00,460.00,-117169903.00,460.00
477580,1000.00,542.00,-117171287.00,458.00,-117171287.00,458.00
477586,1000.00,543.00,-117172663.00,457.00,-117172663.00,457.00
477591,1000.00,545.00,-117174038.00,455.00,-117174038.00,455.00
477597,1000.00,545.00,-117175403.00,455.00,-117175403.00,455.00
477602,1000.00,544.00,-117176766.00,456.00,-117176766.00,456.00
477608,1000.00,545.00,-117178136.00,455.00,-117178136.00,455.00
477614,1000.00,542.00,-117179495.00,458.00,-117179495.00,458.00
477619,1000.00,544.00,-117180873.00,456.00,-117180873.00,456.00
477625,1000.00,540.00,-117182233.00,460.00,-117182233.00,460.00
477630,1000.00,546.00,-117183625.00,454.00,-117183625.00,454.00
477636,1000.00,543.00,-117184981.00,457.00,-117184981.00,457.00
477641,1000.00,544.00,-117186354.00,456.00,-117186354.00,456.00
477647,1000.00,543.00,-117187720.00,457.00,-117187720.00,457.00
477653,1000.00,540.00,-117189085.00,460.00,-117189085.00,460.00
477658,1000.00,549.00,-117190483.00,451.00,-117190483.00,451.00
477664,1000.00,539.00,-117191816.00,461.00,-117191816.00,461.00
477669,1000.00,548.00,-117193217.00,452.00,-117193217.00,452.00
477675,1000.00,543.00,-117194563.00,457.00,-117194563.00,457.00
477680,1000.00,543.00,-117195934.00,457.00,-117195934.00,457.00
477686,1000.00,544.00,-117197307.00,456.00,-117197307.00,456.00
477692,1000.00,543.00,-117198673.00,457.00,-117198673.00,457.00
477697,1000.00,543.00,-117200044.00,457.00,-117200044.00,457.00
477703,1000.00,540.00,-117201409.00,460.00,-117201409.00,460.00
477708,1000.00,542.00,-117202793.00,458.00,-117202793.00,458.00
477714,1000.00,542.00,-117204167.00,458.00,-117204167.00,458.00
477719,1000.00,546.00,-117205549.00,454.00,-117205549.00,454.00
477725,1000.00,545.00,-117206909.00,455.00,-117206909.00,455.00
477731,1000.00,541.00,-117208266.00,459.00,-117208266.00,459.00
477736,1000.00,545.00,-117209651.00,455.00,-117209651.00,455.00
477742,1000.00,537.00,-117211000.00,463.00,-117211000.00,463.00
477747,1000.00,544.00,-117212403.00,456.00,-117212403.00,456.00
477753,1000.00,543.00,-117213769.00,457.00,-117213769.00,457.00
477758,1000.00,544.00,-117215142.00,456.00,-117215142.00,456.00
477764,1000.00,541.00,-117216504.00,459.00,-117216504.00,459.00
477770,1000.00,541.00,-117217881.00,459.00,-117217881.00,459.00
477775,1000.00,544.00,-117219264.00,456.00,-117219264.00,456.00
477781,1000.00,540.00,-117220624.00,460.00,-117220624.00,460.00
477786,1000.00,541.00,-117222006.00,459.00,-117222006.00,459.00
477792,1000.00,544.00,-117223389.00,456.00,-117223389.00,456.00
477797,1000.00,539.00,-117224747.00,461.00,-117224747.00,461.00
477803,1000.00,543.00,-117226138.00,457.00,-117226138.00,457.00
477809,1000.00,541.00,-117227505.00,459.00,-117227505.00,459.00
477814,1000.00,545.00,-117228890.00,455.00,-117228890.00,455.00
477820,1000.00,542.00,-117230249.00,458.00,-117230249.00,458.00
477825,1000.00,543.00,-117231625.00,457.00,-117231625.00,457.00
477831,1000.00,543.00,-117232996.00,457.00,-117232996.00,457.00
477836,1000.00,545.00,-117234371.00,455.00,-117234371.00,455.00
477842,1000.00,545.00,-117235736.00,455.00,-117235736.00,455.00
477848,1000.00,543.00,-117237097.00,457.00,-117237097.00,457.00
477853,1000.00,544.00,-117238470.00,456.00,-117238470.00,456.00
477859,1000.00,544.00,-117239838.00,456.00,-117239838.00,456.00
477864,1000.00,546.00,-117241210.00,454.00,-117241210.00,454.00
477870,1000.00,541.00,-117242562.00,459.00,-117242562.00,459.00
477875,1000.00,544.00,-117243945.00,456.00,-117243945.00,456.00
477881,1000.00,545.00,-117245315.00,455.00,-117245315.00,455.00
477887,1000.00,543.00,-117246676.00,457.00,-117246676.00,457.00
477892,1000.00,544.00,-117248049.00,456.00,-117248049.00,456.00
477898,1000.00,542.00,-117249413.00,458.00,-117249413.00,458.00
477903,1000.00,544.00,-117250791.00,456.00,-117250791.00,456.00
477909,1000.00,542.00,-117252155.00,458.00,-117252155.00,458.00
477914,1000.00,543.00,-117253531.00,457.00,-117253531.00,457.00
477920,1000.00,543.00,-117254902.00,457.00,-117254902.00,457.00
477926,1000.00,541.00,-117256269.00,459.00,-117256269.00,459.00
477931,1000.00,545.00,-117257654.00,455.00,-117257654.00,455.00
477937,1000.00,540.00,-117259009.00,460.00,-117259009.00,460.00
477942,1000.00,543.00,-117260395.00,457.00,-117260395.00,457.00
477948,1000.00,546.00,-117261772.00,454.00,-117261772.00,454.00
477953,1000.00,544.00,-117263130.00,456.00,-117263130.00,456.00
477959,1000.00,544.00,-117264498.00,456.00,-117264498.00,456.00
477965,1000.00,542.00,-117265862.00,458.00,-117265862.00,458.00
477970,1000.00,544.00,-117267240.00,456.00,-117267240.00,456.00
477976,1000.00,541.00,-117268602.00,459.00,-117268602.00,459.00
477981,1000.00,542.00,-117269981.00,458.00,-117269981.00,458.00
477987,1000.00,544.00,-117271359.00,456.00,-117271359.00,456.00
477992,1000.00,547.00,-117272733.00,453.00,-117272733.00,453.00
477998,1000.00,542.00,-117274082.00,458.00,-117274082.00,458.00
478004,1000.00,539.00,-117275450.00,461.00,-117275450.00,461.00
478009,1000.00,543.00,-117276841.00,457.00,-117276841.00,457.00
478015,1000.00,541.00,-117278208.00,459.00,-117278208.00,459.00
478020,1000.00,542.00,-117279587.00,458.00,-117279587.00,458.00
478026,1000.00,543.00,-117280963.00,457.00,-117280963.00,457.00
478031,1000.00,539.00,-117282326.00,461.00,-117282326.00,461.00
478037,1000.00,544.00,-117283719.00,456.00,-117283719.00,456.00
478043,1000.00,542.00,-117285083.00,458.00,-117285083.00,458.00
478048,1000.00,544.00,-117286461.00,456.00,-117286461.00,456.00
478054,1000.00,543.00,-117287827.00,457.00,-117287827.00,457.00
478059,1000.00,545.00,-117289202.00,455.00,-117289202.00,455.00
478065,1000.00,544.00,-117290565.00,456.00,-117290565.00,456.00
478070,1000.00,546.00,-117291937.00,454.00,-117291937.00,454.00
478076,1000.00,543.00,-117293293.00,457.00,-117293293.00,457.00
478082,1000.00,541.00,-117294660.00,459.00,-117294660.00,459.00
478087,1000.00,542.00,-117296039.00,458.00,-117296039.00,458.00
478093,1000.00,540.00,-117297409.00,460.00,-117297409.00,460.00
478098,1000.00,545.00,-117298799.00,455.00,-117298799.00,455.00
478104,1000.00,546.00,-117300166.00,454.00,-117300166.00,454.00
478109,1000.00,545.00,-117301526.00,455.00,-117301526.00,455.00
478115,1000.00,544.00,-117302889.00,456.00,-117302889.00,456.00
478121,1000.00,542.00,-117304253.00,458.00,-117304253.00,458.00
478126,1000.00,544.00,-117305631.00,456.00,-117305631.00,456.00
478132,1000.00,540.00,-117306991.00,460.00,-117306991.00,460.00
478137,1000.00,545.00,-117308381.00,455.00,-117308381.00,455.00
478143,1000.00,545.00,-117309746.00,455.00,-117309746.00,455.00
478148,1000.00,545.00,-117311111.00,455.00,-117311111.00,455.00
478154,1000.00,541.00,-117312468.00,459.00,-117312468.00,459.00
478160,1000.00,540.00,-117313843.00,460.00,-117313843.00,460.00
478165,1000.00,541.00,-117315225.00,459.00,-117315225.00,459.00
478171,1000.00,542.00,-117316604.00,458.00,-117316604.00,458.00
478176,1000.00,544.00,-117317982.00,456.00,-117317982.00,456.00
478182,1000.00,541.00,-117319344.00,459.00,-117319344.00,459.00
478187,1000.00,544.00,-117320727.00,456.00,-117320727.00,456.00
478193,1000.00,543.00,-117322093.00,457.00,-117322093.00,457.00
478199,1000.00,541.00,-117323460.00,459.00,-117323460.00,459.00
